"","province","city","year","region","acre_total","acre_corn","acre_soy","share_corn","share_soy"
"487","Jilin","changchun",2013,"长春市",1340.272,1028.989,14.679,0.767746397746129,0.0109522544677498
"488","Jilin","changchun",2014,"长春市",1336.334,1031.504,11.435,0.771890859620424,0.00855699248840485
"489","Jilin","changchun",2015,"长春市",1334.123,1051.074,4.783,0.787838902410048,0.00358512670870677
"490","Jilin","changchun",2016,"长春市",1349.419,1052.713,10.469,0.780123149296104,0.00775815369429362
"491","Jilin","changchun",2017,"长春市",1318.169,1018.873,20.557,0.772945654161189,0.0155951171663118
"492","Jilin","changchun",2018,"长春市",1323.6,1044.281,21.552,0.7889702326987,0.0162828649138713
"493","Jilin","changchun",2019,"长春市",1312.728,1035.726,23.429,0.788987513026309,0.017847566289437
"494","Jilin","changchun",2020,"长春市",1633.238,1334.797,26.982,0.817270354963575,0.0165205560977641
"495","Jilin","changchun",2021,"长春市",1641.071,1345.594,20.482,0.819948679856021,0.0124808737708484
"496","Liaoning","dandong",2007,"丹东",204.2,99.4,7.1,0.486777668952008,0.034769833496572
"497","Liaoning","dandong",2008,"丹东",205,98,7.5,0.478048780487805,0.0365853658536585
"498","Liaoning","dandong",2009,"丹东",206.1,99.3,7.4,0.481804949053857,0.0359049005337215
"499","Liaoning","dandong",2010,"丹东",206.8,101,7.2,0.488394584139265,0.034816247582205
"500","Liaoning","dandong",2011,"丹东",207.194,101.549,6.885,0.490115543886406,0.0332297267295385
"501","Liaoning","dandong",2012,"丹东",207.014,101.206,6.558,0.488884809723014,0.0316790168780855
"502","Liaoning","dandong",2013,"丹东",204.685,100.02,6.641,0.488653296528813,0.032444976427193
"503","Liaoning","dandong",2014,"丹东",204.4,100,6.2,0.489236790606654,0.0303326810176125
"504","Liaoning","dandong",2015,"丹东",205.465,101.15,5.89,0.492297958289733,0.0286666828900299
"505","Liaoning","dandong",2016,"丹东",190.44844,94.795,6.024,0.497746266653589,0.0316306082633179
"506","Liaoning","dandong",2017,"丹东",207.01724,115.77825,4.36153,0.559268638689222,0.0210684385513013
"507","Liaoning","dandong",2018,"丹东",209.26621,116.59399,6.50561,0.557156313004379,0.0310877231446013
"508","Liaoning","dandong",2019,"丹东",208.85644,117.97606,7.3165,0.564866757280743,0.035031239640013
"509","Liaoning","dandong",2020,"丹东",209.7,117.7,9.2,0.561278016213639,0.0438721983786361
"510","Liaoning","dandong",2021,"丹东",209.9,118.31157,8.42664,0.563656836588852,0.0401459742734636
"511","Liaoning","dalian",2007,"大连",334.6,185.6,36.1,0.554692169754931,0.107890017931859
"512","Liaoning","dalian",2008,"大连",335.2,182.9,41.4,0.545644391408115,0.123508353221957
"513","Liaoning","dalian",2009,"大连",335.8,188.3,41.8,0.560750446694461,0.12447885646218
"514","Liaoning","dalian",2010,"大连",332.8,189.3,38.6,0.568810096153846,0.115985576923077
"515","Liaoning","dalian",2011,"大连",330.52,190.064,36.933,0.575045383032797,0.111742103352293
"516","Liaoning","dalian",2012,"大连",328.004,189.592,35.285,0.578017341251936,0.107574907623078
"517","Liaoning","dalian",2013,"大连",329.053,189.158,35.044,0.574855722330445,0.106499560861016
"518","Liaoning","dalian",2014,"大连",322.9,188.9,33.6,0.585010839269124,0.10405698358625
"519","Liaoning","dalian",2015,"大连",321.135,190.1181,33.7513,0.592019244243075,0.105100035810485
"520","Liaoning","dalian",2016,"大连",326.972,180.693,36.191,0.552625301249037,0.110685318620555
"521","Liaoning","dalian",2017,"大连",308.81486,185.37262,28.81718,0.600271049132804,0.0933153929185921
"522","Liaoning","dalian",2018,"大连",316.9692,190.11369,28.47938,0.599786004444596,0.0898490452700136
"523","Liaoning","dalian",2019,"大连",313.44043,187.47161,26.17836,0.598109216478551,0.0835194106899356
"524","Liaoning","dalian",2020,"大连",321.7,189.8,41.5,0.589990674541498,0.129002175940317
"525","Liaoning","dalian",2021,"大连",327.8,194.12365,39.07465,0.592201494813911,0.119202715070165
"526","Liaoning","fushun",2007,"抚顺",115,69.2,5.2,0.601739130434783,0.0452173913043478
"527","Liaoning","fushun",2008,"抚顺",115.4,68.2,6.1,0.590987868284229,0.0528596187175043
"528","Liaoning","fushun",2009,"抚顺",115.9,69.7,5.7,0.601380500431406,0.0491803278688525
"529","Liaoning","fushun",2010,"抚顺",115.9,69.8,5.2,0.602243313201035,0.0448662640207075
"530","Liaoning","fushun",2011,"抚顺",118.417,71.138,5.003,0.600741447596207,0.0422490014102705
"531","Liaoning","fushun",2012,"抚顺",117.762,70.807,4.209,0.601272057200115,0.0357415804758751
"532","Liaoning","fushun",2013,"抚顺",127.047,71.612,3.623,0.563665415161318,0.0285170055176431
"533","Liaoning","fushun",2014,"抚顺",127.2,71.7,3.2,0.563679245283019,0.0251572327044025
"534","Liaoning","fushun",2015,"抚顺",121.9064,71.696,3.3,0.588123347092523,0.0270699487475637
"535","Liaoning","fushun",2016,"抚顺",116.109,65.102,7.2628,0.560697275835637,0.0625515679232445
"536","Liaoning","fushun",2017,"抚顺",124.15973,86.38785,2.75437,0.695779944109092,0.0221840849686126
"537","Liaoning","fushun",2018,"抚顺",126.197,88.082,4.185,0.697972218040048,0.0331624365079994
"538","Liaoning","fushun",2019,"抚顺",126.76009,88.899,4.42295,0.70131695236253,0.0348922914144349
"539","Liaoning","fushun",2020,"抚顺",136.8,99.5,3.7,0.72733918128655,0.027046783625731
"540","Liaoning","fushun",2021,"抚顺",137.7,101.90895,3.48945,0.740079520697168,0.0253409586056645
"541","Liaoning","chaoyang",2007,"朝阳",404.7,216.5,10.4,0.534964170990857,0.0256980479367433
"542","Liaoning","chaoyang",2008,"朝阳",406.4,215.3,16.8,0.529773622047244,0.0413385826771654
"543","Liaoning","chaoyang",2009,"朝阳",415.1,236,17.2,0.568537701758612,0.0414357986027463
"544","Liaoning","chaoyang",2010,"朝阳",423,253.7,11.3,0.599763593380615,0.0267139479905437
"545","Liaoning","chaoyang",2011,"朝阳",476.692,274.939,11.604,0.576764451679491,0.024342762202848
"546","Liaoning","chaoyang",2012,"朝阳",500.053,293.656,9.644,0.587249751526338,0.019285955688697
"547","Liaoning","chaoyang",2013,"朝阳",485.49,289.11,6.913,0.595501452141136,0.0142392222290881
"548","Liaoning","chaoyang",2014,"朝阳",485.9,308.8,3.8,0.635521712286479,0.00782053920559786
"549","Liaoning","chaoyang",2015,"朝阳",493.216,312.463,2.901,0.633521621358593,0.0058818043210277
"550","Liaoning","chaoyang",2016,"朝阳",464.52968,298.743,2.422,0.643108530761694,0.00521387567743788
"551","Liaoning","chaoyang",2017,"朝阳",460.87355,332.65529,2.68048,0.721792973365471,0.00581608556186399
"552","Liaoning","chaoyang",2018,"朝阳",459.7,337.697,2.7712,0.734603001957799,0.00602827931259517
"553","Liaoning","chaoyang",2019,"朝阳",465.51624,329.26867,4.29256,0.707319405226335,0.00922107465037095
"554","Liaoning","chaoyang",2020,"朝阳",492,344.6,4.4,0.700406504065041,0.00894308943089431
"555","Liaoning","chaoyang",2021,"朝阳",497.5,348.78301,4.70828,0.701071376884422,0.00946387939698493
"556","Liaoning","benxi",2007,"本溪",62.3,35.3,2.8,0.56661316211878,0.0449438202247191
"557","Liaoning","benxi",2008,"本溪",61.6,35.1,2.9,0.569805194805195,0.0470779220779221
"558","Liaoning","benxi",2009,"本溪",60.7,35.1,2.9,0.57825370675453,0.0477759472817133
"559","Liaoning","benxi",2010,"本溪",59.9,35,2.8,0.584307178631052,0.0467445742904841
"560","Liaoning","benxi",2011,"本溪",59.083,35.315,2.804,0.597718463855931,0.0474586598513955
"561","Liaoning","benxi",2012,"本溪",59.348,35.401,2.635,0.596498618319067,0.0443991372919054
"562","Liaoning","benxi",2013,"本溪",58.34053,35.428,2.518,0.607262224049044,0.0431603895268007
"563","Liaoning","benxi",2014,"本溪",58.3,35.6,2.5,0.610634648370498,0.0428816466552316
"564","Liaoning","benxi",2015,"本溪",59.154,36.845,2.2184,0.622865740271157,0.0375021131284444
"565","Liaoning","benxi",2016,"本溪",58.00725,34.96,1.892,0.602683285278995,0.0326166125786001
"566","Liaoning","benxi",2017,"本溪",59.47758,43.16595,0.71718,0.725751619349678,0.0120579889094344
"567","Liaoning","benxi",2018,"本溪",58.24284,42.35,1.094,0.727128004060242,0.018783424709372
"568","Liaoning","benxi",2019,"本溪",58.93238,42.13979,1.43106,0.715053252558271,0.0242830851223046
"569","Liaoning","benxi",2020,"本溪",59.9,40.4,1.4,0.674457429048414,0.0233722871452421
"570","Liaoning","benxi",2021,"本溪",60.7,39.86711,1.3714,0.656789291598023,0.0225930807248764
"571","Liaoning","shenyang",2007,"沈阳",599.2,305.7,20.9,0.510180240320427,0.0348798397863818
"572","Liaoning","shenyang",2008,"沈阳",608.6,304.8,25.8,0.500821557673349,0.0423923759447913
"573","Liaoning","shenyang",2009,"沈阳",648.3,339.9,20.9,0.524294308190652,0.0322381613450563
"574","Liaoning","shenyang",2010,"沈阳",654.8,344.8,16.3,0.526572999389126,0.0248930971288943
"575","Liaoning","shenyang",2011,"沈阳",670.774,347.441,15.987,0.517970285073661,0.0238336608157144
"576","Liaoning","shenyang",2012,"沈阳",667.424,348.335,14.645,0.521909610682265,0.021942573236803
"577","Liaoning","shenyang",2013,"沈阳",629.255,330.648,11.96,0.525459471915201,0.0190066030464597
"578","Liaoning","shenyang",2014,"沈阳",647.9,347.2,9.9,0.535885167464115,0.0152801358234295
"579","Liaoning","shenyang",2015,"沈阳",658.75,370.022,8.355,0.561703225806452,0.0126831119544592
"580","Liaoning","shenyang",2016,"沈阳",656.0223,352.0128,12.733,0.53658663737498,0.0194094011743198
"581","Liaoning","shenyang",2017,"沈阳",669.17162,394.53052,9.29466,0.589580472644671,0.0138898000486034
"582","Liaoning","shenyang",2018,"沈阳",677.85976,397.5,8.5953,0.586404479888288,0.0126800564175693
"583","Liaoning","shenyang",2019,"沈阳",680.48486,389.1439,10.04875,0.571862686261675,0.0147670441925776
"584","Liaoning","shenyang",2020,"沈阳",676.3,391,7.8,0.578145793287003,0.0115333431908916
"585","Liaoning","shenyang",2021,"沈阳",676.5,398.0636,8.98715,0.588416260162602,0.0132847745750185
"586","Liaoning","panjin",2007,"盘锦",137.5,13,4.7,0.0945454545454545,0.0341818181818182
"587","Liaoning","panjin",2008,"盘锦",141,13.6,4.7,0.0964539007092199,0.0333333333333333
"588","Liaoning","panjin",2009,"盘锦",142.3,14.2,4.8,0.0997891777933942,0.033731553056922
"589","Liaoning","panjin",2010,"盘锦",145.3,14.5,5.3,0.0997935306262904,0.0364762560220234
"590","Liaoning","panjin",2011,"盘锦",145.211,14.618,5.229,0.100667304818505,0.0360096686890112
"591","Liaoning","panjin",2012,"盘锦",144.413,14.826,5.141,0.102663887600147,0.0355992881527286
"592","Liaoning","panjin",2013,"盘锦",145.312,15.281,5.072,0.105159931733098,0.0349042061219996
"593","Liaoning","panjin",2014,"盘锦",143.7,15.8,4.8,0.109951287404315,0.0334029227557411
"594","Liaoning","panjin",2015,"盘锦",142.446,15.672,3.91,0.110020639400194,0.0274489982168681
"595","Liaoning","panjin",2016,"盘锦",142.98851,14.90617,5.23862,0.104247327285248,0.0366366500357267
"596","Liaoning","panjin",2017,"盘锦",138.24836,16.4578,3.7059,0.119045173483432,0.0268061046076785
"597","Liaoning","panjin",2018,"盘锦",138.3306,16.401,1.346,0.118563788489315,0.00973031274352891
"598","Liaoning","panjin",2019,"盘锦",139.05411,16.25733,2.65807,0.11691369640207,0.0191153645152955
"599","Liaoning","panjin",2020,"盘锦",133.6,11.6,0.8,0.0868263473053892,0.00598802395209581
"600","Liaoning","panjin",2021,"盘锦",133.6,11.49784,0.79859,0.0860616766467066,0.00597747005988024
"601","Liaoning","yingkou",2007,"营口",110.4,46,2.1,0.416666666666667,0.0190217391304348
"602","Liaoning","yingkou",2008,"营口",112.6,46.6,2.1,0.413854351687389,0.0186500888099467
"603","Liaoning","yingkou",2009,"营口",112.5,47.2,2.5,0.419555555555556,0.0222222222222222
"604","Liaoning","yingkou",2010,"营口",112.1,47.4,2.2,0.422836752899197,0.0196253345227475
"605","Liaoning","yingkou",2011,"营口",110.748,47.035,2.233,0.424702929172536,0.0201628923321414
"606","Liaoning","yingkou",2012,"营口",109.75,46.794,2.052,0.426369020501139,0.0186970387243736
"607","Liaoning","yingkou",2013,"营口",105.453,46.85,1.294,0.444273752287749,0.0122708694868804
"608","Liaoning","yingkou",2014,"营口",110,46,1.8,0.418181818181818,0.0163636363636364
"609","Liaoning","yingkou",2015,"营口",109.7069,46.3003,1.839,0.422036353228466,0.0167628471864577
"610","Liaoning","yingkou",2016,"营口",109.43055,45.25243,1.90093,0.413526478666149,0.0173711088905246
"611","Liaoning","yingkou",2017,"营口",108.55171,47.58753,1.07782,0.438385816308191,0.00992909277983737
"612","Liaoning","yingkou",2018,"营口",113.71072,47.66049,1.8576,0.419138054881721,0.0163361906423598
"613","Liaoning","yingkou",2019,"营口",114.79283,47.42633,1.85626,0.413147145165774,0.0161705221484652
"614","Liaoning","yingkou",2020,"营口",111.5,47.9,2.1,0.429596412556054,0.0188340807174888
"615","Liaoning","yingkou",2021,"营口",112.1,47.81605,2.42287,0.426548171275647,0.0216134701159679
"616","Liaoning","huludao",2007,"葫芦岛",228.5,126.1,8.8,0.551859956236324,0.0385120350109409
"617","Liaoning","huludao",2008,"葫芦岛",233.2,123,8.1,0.527444253859348,0.0347341337907376
"618","Liaoning","huludao",2009,"葫芦岛",231.1,135.2,7.4,0.585028126352228,0.032020770229338
"619","Liaoning","huludao",2010,"葫芦岛",239.2,147.8,8.4,0.617892976588629,0.0351170568561873
"620","Liaoning","huludao",2011,"葫芦岛",238.626,152.703,7.668,0.63992607678962,0.0321339669608509
"621","Liaoning","huludao",2012,"葫芦岛",238.858,155.24,7.343,0.649925897395105,0.0307421145617898
"622","Liaoning","huludao",2013,"葫芦岛",242.621,157.45,7.229,0.64895454226963,0.0297954422741642
"623","Liaoning","huludao",2014,"葫芦岛",248.1,163.1,7.1,0.657396211205159,0.0286174929463926
"624","Liaoning","huludao",2015,"葫芦岛",251.19925,167.70414,6.3662,0.667614015567323,0.0253432285327285
"625","Liaoning","huludao",2016,"葫芦岛",249.726,144.893,11.561,0.580207907867022,0.0462947390339812
"626","Liaoning","huludao",2017,"葫芦岛",256.33531,152.40299,4.33394,0.594545441281578,0.0169073078539199
"627","Liaoning","huludao",2018,"葫芦岛",256.183,155.382,2.31,0.60652736520378,0.00901699175979671
"628","Liaoning","huludao",2019,"葫芦岛",262.65733,156.231,2.88833,0.594809213967111,0.0109965710837006
"629","Liaoning","huludao",2020,"葫芦岛",253.6,133.4,4.5,0.52602523659306,0.0177444794952681
"630","Liaoning","huludao",2021,"葫芦岛",264.7,134.70541,4.32334,0.508898413298073,0.0163329807329052
"631","Liaoning","liaoyang",2007,"辽阳",153.5,79.1,3.3,0.515309446254072,0.0214983713355049
"632","Liaoning","liaoyang",2008,"辽阳",154.4,78.7,3.8,0.509715025906736,0.0246113989637306
"633","Liaoning","liaoyang",2009,"辽阳",156.4,80.6,3.5,0.515345268542199,0.0223785166240409
"634","Liaoning","liaoyang",2010,"辽阳",164,85.3,1.7,0.520121951219512,0.0103658536585366
"635","Liaoning","liaoyang",2011,"辽阳",163.29,85.727,1.754,0.524998468981567,0.010741625329169
"636","Liaoning","liaoyang",2012,"辽阳",164.6769,86.28563,1.653,0.523969239158619,0.0100378377295176
"637","Liaoning","liaoyang",2013,"辽阳",161.587,85.392,1.471,0.528458353704196,0.00910345510468045
"638","Liaoning","liaoyang",2014,"辽阳",158.6,86,1.3,0.542244640605296,0.00819672131147541
"639","Liaoning","liaoyang",2015,"辽阳",187.01887,86.81824,1.275,0.464221818899879,0.00681749387107301
"640","Liaoning","liaoyang",2016,"辽阳",162.79094,83.616,1.049,0.513640378266751,0.00644384755072979
"641","Liaoning","liaoyang",2017,"辽阳",156.22659,87.62746,0.67523,0.560899780248676,0.00432211955724054
"642","Liaoning","liaoyang",2018,"辽阳",158.61616,86.66525,1.2872,0.5463834832466,0.00811518826328919
"643","Liaoning","liaoyang",2019,"辽阳",157.77799,83.08779,1.16673,0.526612045190841,0.00739475765916399
"644","Liaoning","liaoyang",2020,"辽阳",157.9,84.1,0.7,0.532615579480684,0.00443318556048132
"645","Liaoning","liaoyang",2021,"辽阳",159.5,85.18447,0.93952,0.534071912225705,0.00589040752351097
"646","Liaoning","tieling",2007,"铁岭",510.3,303.2,20.9,0.594160297864001,0.0409563002155595
"647","Liaoning","tieling",2008,"铁岭",515.3,276,32.9,0.535610324083058,0.0638463031243936
"648","Liaoning","tieling",2009,"铁岭",532.6,323,16.6,0.606458880961322,0.0311678558017274
"649","Liaoning","tieling",2010,"铁岭",569,346.5,12.7,0.60896309314587,0.0223198594024605
"650","Liaoning","tieling",2011,"铁岭",573.679,352.048,12.003,0.613667225050943,0.0209228505836888
"651","Liaoning","tieling",2012,"铁岭",586.411,374.686,9.543,0.638947768715116,0.0162735692202227
"652","Liaoning","tieling",2013,"铁岭",572.38,379.71,6.38,0.663387959048185,0.0111464411754429
"653","Liaoning","tieling",2014,"铁岭",578.6,388.9,9.6,0.672139647424818,0.0165917732457656
"654","Liaoning","tieling",2015,"铁岭",555.51217,402.14693,4.619,0.72392100788719,0.00831484933984435
"655","Liaoning","tieling",2016,"铁岭",548.5,390.056,8.81,0.711132178669098,0.0160619872379216
"656","Liaoning","tieling",2017,"铁岭",510.98198,413.93874,3.15287,0.810084809644364,0.00617021758771219
"657","Liaoning","tieling",2018,"铁岭",510.05116,413.803,6.3185,0.811297047143271,0.0123879730025514
"658","Liaoning","tieling",2019,"铁岭",505.44947,406.43707,5.06907,0.804110191271939,0.0100288363147359
"659","Liaoning","tieling",2020,"铁岭",540.1,433.6,7.4,0.802814293649324,0.0137011664506573
"660","Liaoning","tieling",2021,"铁岭",543.2,438.45745,6.7572,0.807174981590574,0.012439617083947
"661","Liaoning","jinzhou",2007,"锦州",414.4,281.8,10.3,0.680019305019305,0.0248552123552124
"662","Liaoning","jinzhou",2008,"锦州",423.5,271.8,9.7,0.641794569067296,0.0229043683589138
"663","Liaoning","jinzhou",2009,"锦州",435.5,295.8,9.1,0.679219288174512,0.0208955223880597
"664","Liaoning","jinzhou",2010,"锦州",445.9,294.7,9.1,0.660910518053375,0.0204081632653061
"665","Liaoning","jinzhou",2011,"锦州",454.856,295.638,9.331,0.649959547637054,0.0205141847090068
"666","Liaoning","jinzhou",2012,"锦州",453.399,303.32,7.606,0.668991329932355,0.0167755111943344
"667","Liaoning","jinzhou",2013,"锦州",448.104,300.108,7.633,0.669728455894167,0.0170339921089747
"668","Liaoning","jinzhou",2014,"锦州",450.1,306.2,7,0.68029326816263,0.015552099533437
"669","Liaoning","jinzhou",2015,"锦州",460.856,321.713,5.29,0.698077056607704,0.0114786397486417
"670","Liaoning","jinzhou",2016,"锦州",457.169,307.693,6.462,0.673039948027972,0.014134816665172
"671","Liaoning","jinzhou",2017,"锦州",449.4161,310.46738,1.72659,0.690823893492022,0.00384185168266112
"672","Liaoning","jinzhou",2018,"锦州",448.992,307.904,3.995,0.685767229705652,0.0088977086451429
"673","Liaoning","jinzhou",2019,"锦州",456.72949,306.518,4.23067,0.67111497442392,0.00926296657568575
"674","Liaoning","jinzhou",2020,"锦州",471.4,313.3,4.5,0.664616037335596,0.00954603309291472
"675","Liaoning","jinzhou",2021,"锦州",476.9,312.13839,4.98562,0.65451539106731,0.0104542252044454
"676","Liaoning","buxin",2007,"阜新",377.1,215.9,16.7,0.572527181119067,0.0442853354547865
"677","Liaoning","buxin",2008,"阜新",385.8,193.7,14.7,0.502073613271125,0.0381026438569207
"678","Liaoning","buxin",2009,"阜新",421,217.4,14.9,0.516389548693587,0.0353919239904988
"679","Liaoning","buxin",2010,"阜新",464.4,223.4,16.1,0.481050818260121,0.0346683893195521
"680","Liaoning","buxin",2011,"阜新",552.931,283.154,19.083,0.512096446030336,0.0345124436864636
"681","Liaoning","buxin",2012,"阜新",530.565,269.827,12.915,0.508565397265179,0.0243419750643182
"682","Liaoning","buxin",2013,"阜新",500.348,261.16434,10.89472,0.521965392087107,0.0217742850975721
"683","Liaoning","buxin",2014,"阜新",485.5,279.8,10.2,0.576313079299691,0.0210092687950566
"684","Liaoning","buxin",2015,"阜新",478.39,285.087,8.452,0.595930098873304,0.0176675933861494
"685","Liaoning","buxin",2016,"阜新",479.355,265.237,12.457,0.553320607900199,0.0259870033691106
"686","Liaoning","buxin",2017,"阜新",468.1511,327.405,8.77873,0.699357536487685,0.0187519157810374
"687","Liaoning","buxin",2018,"阜新",478.56571,328.64324,8.15421,0.68672542376678,0.0170388513627523
"688","Liaoning","buxin",2019,"阜新",472.15981,329.48819,8.06305,0.697831926863915,0.0170769511280513
"689","Liaoning","buxin",2020,"阜新",474,320.3,9.3,0.675738396624473,0.019620253164557
"690","Liaoning","buxin",2021,"阜新",471.1,324.03659,11.25548,0.687829738908937,0.0238919125451072
"691","Liaoning","anshan",2007,"鞍山",245.6,160.6,6.2,0.653908794788274,0.0252442996742671
"692","Liaoning","anshan",2008,"鞍山",248.4,160.1,6.2,0.644524959742351,0.0249597423510467
"693","Liaoning","anshan",2009,"鞍山",251.3,164.4,6,0.654198169518504,0.0238758456028651
"694","Liaoning","anshan",2010,"鞍山",251.8,165.2,5.6,0.656076250992851,0.0222398729150119
"695","Liaoning","anshan",2011,"鞍山",254.137,166.545,5.518,0.655335508013394,0.0217126982690439
"696","Liaoning","anshan",2012,"鞍山",253.664,166.899,5.244,0.65795304024221,0.0206730162734956
"697","Liaoning","anshan",2013,"鞍山",250.252,165.571,4.763,0.661617089973307,0.0190328149225581
"698","Liaoning","anshan",2014,"鞍山",252.4,168.4,4.9,0.667194928684628,0.0194136291600634
"699","Liaoning","anshan",2015,"鞍山",253.544,170.878,4.239,0.673957971791878,0.0167189915754268
"700","Liaoning","anshan",2016,"鞍山",247.711,161.516,4.802,0.652034023519343,0.0193854935792113
"701","Liaoning","anshan",2017,"鞍山",254.03366,177.94969,2.22786,0.70049650113296,0.00876994017249525
"702","Liaoning","anshan",2018,"鞍山",254.436,177.715,5.424,0.698466411985725,0.0213177380559355
"703","Liaoning","anshan",2019,"鞍山",254.48802,174.65526,4.27098,0.686300518193351,0.0167826367622334
"704","Liaoning","anshan",2020,"鞍山",249.4,172.1,5.7,0.690056134723336,0.0228548516439455
"705","Liaoning","anshan",2021,"鞍山",257.9,169.29258,6.3398,0.656427219852656,0.024582396277627
"706","Shandong","dongying",2007,"东营市",263.679,51.187,4.378,0.194126191315956,0.0166035217063172
"707","Shandong","dongying",2008,"东营市",262.379,51.072,3.714,0.194649724253847,0.0141550962538923
"708","Shandong","dongying",2009,"东营市",271.63,56.34,3.273,0.207414497662261,0.0120494790707948
"709","Shandong","dongying",2010,"东营市",279.164,58.05,2.298,0.207942284821825,0.00823172042240404
"710","Shandong","dongying",2011,"东营市",278.347,56.475,1.773,0.202894229145635,0.00636974711421355
"711","Shandong","dongying",2012,"东营市",282.8837,55.5681,1.9838,0.196434435776964,0.00701277592169503
"712","Shandong","dongying",2013,"东营市",287.625,67.64407,2.02947,0.235181468926554,0.00705595827900913
"713","Shandong","dongying",2014,"东营市",279.4599333,71.19298075,1.6741371,0.25475201367623,0.00599061582900621
"714","Shandong","dongying",2015,"东营市",272.8816,76.10811325,1.03588729,0.278905258727595,0.00379610530721016
"715","Shandong","dongying",2016,"东营市",247.5682,77.59933333,0.75726667,0.313446288053151,0.00305882043816613
"716","Shandong","dongying",2017,"东营市",259.9482,101.9400524,3.4562051,0.392155254008299,0.013295745460057
"717","Shandong","dongying",2018,"东营市",303.017,107.362,9.3,0.35431015421577,0.0306913473501487
"718","Shandong","dongying",2019,"东营市",294.641,110.2847233,11.117636,0.374302026194589,0.0377328206189906
"719","Shandong","dongying",2020,"东营市",290.8796999,110.4380283,11.5,0.379669080853586,0.0395352443087418
"720","Shandong","dongying",2021,"东营市",285.377,110.463,11.204,0.387077444923732,0.039260346839444
"721","Shandong","linyi",2007,"临沂市",1067.01,226.949,29.578,0.212696225902288,0.0277204524793582
"722","Shandong","linyi",2008,"临沂市",1080.754,231.019,31.171,0.213757247255157,0.028841901117183
"723","Shandong","linyi",2009,"临沂市",1086.027,239.423,33.905,0.220457686595269,0.0312192974944453
"724","Shandong","linyi",2010,"临沂市",1100.432,251.843,31.686,0.228858302921035,0.0287941462989081
"725","Shandong","linyi",2011,"临沂市",1116.859,261.067,28.624,0.233751082276277,0.0256290185242721
"726","Shandong","linyi",2012,"临沂市",1100.4343,257.3672,25.8484,0.233877842593601,0.0234892714630942
"727","Shandong","linyi",2013,"临沂市",1059.25567,244.11674,20.73951,0.230460640347575,0.0195793240360941
"728","Shandong","linyi",2014,"临沂市",1035.549667,245.5390527,21.55877467,0.237109875580695,0.0208186776134611
"729","Shandong","linyi",2015,"临沂市",1024.463667,244.1866887,20.63173533,0.238355635798258,0.0201390600707365
"730","Shandong","linyi",2016,"临沂市",1008.662,235.95488,19.85643333,0.233928590548667,0.0196859139434221
"731","Shandong","linyi",2017,"临沂市",1015.604,262.0915369,20.39784563,0.258064695393086,0.0200844479048921
"732","Shandong","linyi",2018,"临沂市",996.938,260.174,15.738,0.26097309963107,0.0157863377662402
"733","Shandong","linyi",2019,"临沂市",987.588,247.9335593,18.814702,0.251049586771002,0.0190511650607338
"734","Shandong","linyi",2020,"临沂市",988.5583208,248.9514716,17.33333333,0.251832862423872,0.0175339511744465
"735","Shandong","linyi",2021,"临沂市",987.579,248.973,17.666,0.252104388610936,0.0178881891980287
"736","Shandong","weihai",2007,"威海市",253.497,63.612,8.703,0.250937880921668,0.034331767239849
"737","Shandong","weihai",2008,"威海市",258.76,65.069,8.29,0.251464677693616,0.0320374091822538
"738","Shandong","weihai",2009,"威海市",263.057,74.373,7.782,0.282725797070597,0.0295829421000011
"739","Shandong","weihai",2010,"威海市",261.52,81.002,7.564,0.309735393086571,0.0289232181095136
"740","Shandong","weihai",2011,"威海市",264.501,81.967,7.141,0.309892968268551,0.0269980075689695
"741","Shandong","weihai",2012,"威海市",258.9977,78.9365,6.8897,0.30477683778659,0.0266013945297584
"742","Shandong","weihai",2013,"威海市",249.91298,75.53795,6.49129,0.302257009619908,0.0259742010999189
"743","Shandong","weihai",2014,"威海市",232.8828133,70.54333333,5.5329002,0.30291343672118,0.0237583019613925
"744","Shandong","weihai",2015,"威海市",222.5301467,67.12310526,5.39161384,0.301636008672977,0.0242286895504033
"745","Shandong","weihai",2016,"威海市",214.6569733,64.19026667,5.13898667,0.299036484504461,0.023940459939393
"746","Shandong","weihai",2017,"威海市",203.0099867,65.46015103,4.99771226,0.322447935168502,0.0246180611172859
"747","Shandong","weihai",2018,"威海市",202.662,63.209,5.279,0.311893694920607,0.0260482971647373
"748","Shandong","weihai",2019,"威海市",200.135,62.962556,4.944002,0.314600424713319,0.0247033352487071
"749","Shandong","weihai",2020,"威海市",190.6657853,61.04259584,4.4,0.320154954618384,0.0230770297517034
"750","Shandong","weihai",2021,"威海市",195.243,63.502,4.491,0.325245975527932,0.0230021050690678
"751","Shandong","dezhou",2007,"德州市",1040.751,365.784,6.706,0.351461588795014,0.0064434240274571
"752","Shandong","dezhou",2008,"德州市",1066.052,371.313,5.206,0.348306649206605,0.00488343908177087
"753","Shandong","dezhou",2009,"德州市",1153.668,439.647,1.923,0.381086239715412,0.00166685736277681
"754","Shandong","dezhou",2010,"德州市",1096.061,439.571,2.102,0.401046109659955,0.0019177764741196
"755","Shandong","dezhou",2011,"德州市",1117.61,459.175,1.643,0.410854412541047,0.00147010137704566
"756","Shandong","dezhou",2012,"德州市",1033.8047,418.4533,2.0733,0.40477016597042,0.00200550452130852
